,Name,Absolute URL,Category,Description
179, Neutrino Phone Playback ,https://www.programmableweb.com/api/neutrino-phone-playback-rest-api, Tools, The Neutrino Phone Playback API can make an automated call to any valid phone number and playback an audio message. Developers can send important broadcasts or notifications by playing back pre-recorded or generated audio files. The Neutrino API platform provides tools for developers to address complex problems which crop up on almost all software projects.
180,  Neutrino Phone Verify ,https://www.programmableweb.com/api/neutrino-phone-verify-rest-api, Tools," The Neutrino Phone Verify API can be used to make an automated call to any valid phone number and playback a unique security code. To send a customized voice message, visit https://www.neutrinoapi.com/contact-us/ The Neutrino API platform provides tools for developers to address complex problems which crop up on almost all software projects."
181, Neutrino SMS Verify ,https://www.programmableweb.com/api/neutrino-sms-verify-rest-api, Tools," The Neutrino SMS Verify API can be used to send a unique security code to any mobile device via SMS. Developers can create projects to verify personal details, help reduce fraud, and authenticate systems for implementing multi-factor. The Neutrino API platform provides tools for developers to address complex problems which crop up on almost all software projects."
182, Neutrino Convert Currency ,https://www.programmableweb.com/api/neutrino-convert-currency-rest-api, Tools," The Neutrino Convert Currency API can be used to convert currency using an up-to-date international currency feed, including imperial, metric, mass, length, temperature, and time. API responses are available in JSON and XML formats. The Neutrino API platform provides tools for developers to address complex problems which crop up on almost all software projects."
183, Neutrino Code Highlight ,https://www.programmableweb.com/api/neutrino-code-highlight-rest-api, Tools," The Neutrino Code Highlight can take raw source code and convert into HTML with syntax and keyword highlighting. Parameters include content, type, and add-keyword-links. Responses will be available in HTML format. The Neutrino API platform provides tools for developers to address complex problems which crop up on almost all software projects."
184, Neutrino HTML Extract Tags ,https://www.programmableweb.com/api/neutrino-html-extract-tags-rest-api, Tools, The Neutrino HTML Extract Tags can be used to extract specific HTML tag contents or attributes from complex HTML or XHTML content. API responses are available in JSON and XML formats. The Neutrino API platform provides tools for developers to address complex problems which crop up on almost all software projects.
185, Neutrino Bad Word Filter ,https://www.programmableweb.com/api/neutrino-bad-word-filter-rest-api, Tools," The Neutrino Bad Word Filter API can be used to detect bad words, swear words, and profanity in a given text. Parameters include content and censor-character. JSON and XML formats are available for callbacks. The Neutrino API platform provides tools for developers to address complex problems which crop up on almost all software projects."
186, Neutrino HTML Clean ,https://www.programmableweb.com/api/neutrino-html-clean-rest-api, Tools," The Neutrino HTML Clean API can be used to ensure safe HTML, preventing script attacks (XSS) by adding trusted data to a whitelist. It's available in JSON and XML formats with content and output type as parameters. The Neutrino API platform provides tools for developers to address complex problems which crop up on almost all software projects."
187, Neutrino User Agent Info ,https://www.programmableweb.com/api/neutrino-user-agent-info-rest-api, Tools," The Neutrino User Agent Info API can be used to parse, validate and get detailed user-agent information from a user agent string. The parameter is user agent and the formats include JSON and XML. The Neutrino API platform provides tools for developers to address complex problems which crop up on almost all software projects."
188, Neutrino Email Validate ,https://www.programmableweb.com/api/neutrino-email-validate-rest-api, Tools," The Neutrino Email Validate API can be used to parse, validate and clean an email address. It's available in JSON and XML formats to requests and receive responses in return. The Neutrino API platform provides tools for developers to address complex problems which crop up on almost all software projects."
189, Neutrino Phone Validate ,https://www.programmableweb.com/api/neutrino-phone-validate-rest-api, Tools," The Neutrino Phone Validate API can be used to parse, validate and get location information about a phone number. It's available in JSON and XML formats with number, country-code, and IP as parameters. The Neutrino API platform provides tools for developers to address complex problems which crop up on almost all software projects."
190, Pusher Mobile Push Notifications,https://www.programmableweb.com/api/pusher-mobile-push-notifications-rest-api, Notifications, The Pusher Mobile Push Notifications API (Beta) facilitates the conveyance of push notifications Android and iOS applications even when the destination devices are shut down. This functionality enables developers to implement the combination of push notifications and Pusher’s Websocket platform when delivering data to both connected and disconnected destination devices. A push notification can be sent with either a single HTTP request or a single call to a Pusher SDK.
191, nanoSDK Image Thumbnail,https://www.programmableweb.com/api/nanosdk-image-thumbnail-rest-api-v10, Images," The nanoSDK Image Thumbnail API allows you to create a thumbnail from an image. Supported formats are: PNG, JPG, TIFF, SVG, with a 3MB size limit, 5 second source image download timeout, and the ratio is preserved, no enlargement.
nanoSDK's microservices are user-friendly and can be used through explorers on nanosdk.com to speed up your application development.
You need to be authenticated and authorized to consume the services. You need at least one API Key and set the NanoSDK-Key header with this key. When the request is received, the key is validated. and allows the request form the moment you have enough credits.Pricing (one-time refill): credits: 20,000, price: $4.00; Simple pricing: $2 per 10,000 credits.You refill your balance with credits and spend them through our APIs. Your credits do not expire.Supported currencies: USD, EUR. All prices are exclusive of any applicable taxes.This API is currently in beta."
192, Commercetools HTTP ,https://www.programmableweb.com/api/commercetools-http-rest-api, Enterprise," The Commercetools HTTP API provides programmatic accessibility to Commercetools data bank and other functional parameters. Although developers can implement the API directly in applications, the provider recommends the use of SDKs and libraries to perform experiments or customizations. The API sends requests and returns responses in JSON format."
193, Abracadabra Recommender,https://www.programmableweb.com/api/abracadabra-recommender-rest-api-v1, Recommendations, The Abracadabra Recommender API eliminates the need of server-side coding when building applications that implement the recommendation system. It allows developers to trigger recommendations by simply making HTTP calls. The API returns responses in JSON format.
194, Diffbot Account,https://www.programmableweb.com/api/diffbot-account-rest-api-v3, Tools, The Diffbot Account API allows developers to access the call volume and billing history of a token. The API returns responses in JSON format.
195, NSnitch,https://www.programmableweb.com/api/nsnitch-rest-api-v10, Tools," Find out which name servers are snitching on you. NSnitch provides a DNS server which records the IP address of requests made against it and then makes that IP available via JSON API. It also provides lookups for Tor Node membership, DNS blacklist status and Geo data. Tenta provides an encrypted browser with built-in VPN with no setup or email required."
196, Shout Link,https://www.programmableweb.com/api/shout-link-rest-api, URL Shortener," The Shout Link REST API helps generate URLs. The main API methods include generating a short link and retrieving URLs. Shout Link allows sharing URLs with other people in a non-electronic way. You can just ""shout it"" to your friend across the room, plus it leaves less room for typos."
197, DigitalGlobe GBDX Authentication,https://www.programmableweb.com/api/digitalglobe-gbdx-authentication-rest-api-v10, Big Data," The DigitalGlobe GBDX Authentication API allows you to get access to DigitalGlobe's GBDX platform. GBDX uses OAuth2 for authentication and authorization, and you will need your GBDX username, password, and API key. To make a request to any GBDX API, you'll need an OAuth2 token. It is an open protocol to allow secure authorization in a simple and standard method from web, mobile, and desktop applications. GBDX is a living digital library that documents our planet with tools to extract meaningful insights at scale from that library. The ecosystem matches the creators of those insights with customers who can turn them into effective solutions. It is geospatial big data made accessible using a cloud-based platform that puts location intelligence at your fingertips. DigitalGlobe combines resolution, accuracy, global coverage and experience to provide high-resolution Earth satellite imagery, data and analysis."
198, DigitalGlobe GBDX S3 Storage,https://www.programmableweb.com/api/digitalglobe-gbdx-s3-storage-rest-api-v10, Big Data," GBDX stores ancillary data and derived products in an Amazon Web Services (AWS) S3 bucket. When a workflow is run on the GBDX platform, a task called ""StageDataToS3"" is typically the last task run by the workflow. This task takes the processed data and places it in the AWS S3 bucket. The GBDX S3 Storage Service allows users to access this data and provides the temporary credentials required to access a Prefix, Folder, or Object in the S3 bucket. GBDX is a living digital library that documents our planet with tools to extract meaningful insights at scale from that library. The ecosystem matches the creators of those insights with customers who can turn them into effective solutions. It is geospatial big data made accessible using a cloud-based platform that puts location intelligence at your fingertips. DigitalGlobe combines resolution, accuracy, global coverage and experience to provide high-resolution Earth satellite imagery, data and analysis."
199, DigitalGlobe GBDX IDAHO,https://www.programmableweb.com/api/digitalglobe-gbdx-idaho-rest-api-v10, Big Data," The DigitalGlobe GBDX IDAHO service is a cloud-based, data storage format designed for high availability and real time access. IDAHO is an acronym for the IPE Data Architecture Highly-available Object-store that is a tile-based imagery format optimized for storage in cloud-based object stores. IDAHO images consist of two file types; tiles and metadata files. Converting large footprint satellite imagery into the IDAHO format provides imagery-manipulating algorithms, and tile-based access to the imagery that significantly reduces load time and compute time through parallel processing. GBDX is a living digital library that documents our planet with tools to extract meaningful insights at scale from that library. The ecosystem matches the creators of those insights with customers who can turn them into effective solutions. It is geospatial big data made accessible using a cloud-based platform that puts location intelligence at your fingertips. DigitalGlobe combines resolution, accuracy, global coverage and experience to provide high-resolution Earth imagery, data and analysis."
200, DigitalGlobe GBDX Aggregation,https://www.programmableweb.com/api/digitalglobe-gbdx-aggregation-rest-api, Big Data," The DigitalGlobe GBDX Aggregation vector capability gives users the ability to summarize a vast amount of vector data rapidly and easily by location, keyword, date/time, and more. Aggregations allow users to poll larger areas for more information before narrowing down their searches to eventually reach the specific data they desire to download. Aggregations also give users the ability to run analytics such as change detection and discovering zones similar to an area of interest. GBDX is a living digital library that documents our planet with tools to extract meaningful insights at scale from that library. The ecosystem matches the creators of those insights with customers who can turn them into effective solutions. It is geospatial big data made accessible using a cloud-based platform that puts location intelligence at your fingertips. DigitalGlobe combines resolution, accuracy, global coverage and experience to provide high-resolution Earth satellite imagery, data and analysis."
201, DigitalGlobe GBDX Write Vector,https://www.programmableweb.com/api/digitalglobe-gbdx-write-vector-rest-api, Big Data," DigitalGlobe provides a service that allows users that have vectors of their own and would like to visualize in the index, easily pass them to other users. Vector write can be completed via shapefile ingest or API writes of JSON formatted vectors. JSON formatted vectors may be written via either synchronous and asynchronous methods, and users specify the index for their own provided vectors. Vector generation is useful for direct additions of or updates to vectors, without needing a third party service or a vector submission request form. GBDX is a living digital library that documents our planet with tools to extract meaningful insights at scale from that library. The ecosystem matches the creators of those insights with customers who can turn them into effective solutions. It is geospatial big data made accessible using a cloud-based platform that puts location intelligence at your fingertips. DigitalGlobe combines resolution, accuracy, global coverage and experience to provide high-resolution Earth imagery, data and analysis."
202, DigitalGlobe GBDX Read Vector,https://www.programmableweb.com/api/digitalglobe-gbdx-read-vector-rest-api, Big Data," The DigitalGlobe GBDX Read Vector search capability gives users the ability to query a vast amount of vector data rapidly and easily by location, keyword, date/time, and more. It allows access to a wide variety of vector data including map data and social media records. The API provides the analyst with a tool for visually mapping all available vectors within a given aoi. GBDX is a living digital library that documents our planet with tools to extract meaningful insights at scale from that library. The ecosystem matches the creators of those insights with customers who can turn them into effective solutions. It is geospatial big data made accessible using a cloud-based platform that puts location intelligence at your fingertips. DigitalGlobe combines resolution, accuracy, global coverage and experience to provide high-resolution Earth imagery, data and analysis."
203, DigitalGlobe GBDX AnswerFactory,https://www.programmableweb.com/api/digitalglobe-gbdx-answerfactory-nativebrowser-api, Big Data," The DigitalGlobe GBDX AnswerFactory web application is supported on Google Chrome. They do not support Microsoft Internet Explorer or Edge and is functional on Firefox but not actively tested. AnswerFactory is a simple web-based interface that allows you to take advantage of the power of GBDX and cloud-based remote sensing at scale. It allows you to create projects containing areas or regions of the globe you care about, then add ""answers"" within those areas including; locating and counting objects, detecting change, identifying foliage, finding OpenStreetMaps (OSM) new features and more. GBDX is a living digital library that documents our planet with tools to extract meaningful insights at scale from that library. The ecosystem matches the creators of those insights with customers who can turn them into effective solutions. It is geospatial big data made accessible using a cloud-based platform that puts location intelligence at your fingertips. DigitalGlobe combines resolution, accuracy, global coverage and experience to provide high-resolution Earth imagery, data and analysis."
204, DigitalGlobe GBDX Thumbnail ,https://www.programmableweb.com/api/digitalglobe-gbdx-thumbnail-rest-api-v10, Images," The DigitalGlobe GBDX Thumbnail Service lets you request a thumbnail image and the image's metadata. You can request the thumbnail by dimensions (browse mode) or by orientation (thumbnail mode). The service redirects API requests to the Amazon Web Services (S3) location for the image file or the metadata file. This includes; Get a thumbnail by catalog ID and Dimensions, Get the metadata file for an image by catalog ID, Get the location of a thumbnail image and its metadata file by catalog ID and more. GBDX is a living digital library that documents our planet with tools to extract meaningful insights at scale from that library. The ecosystem matches the creators of those insights with customers who can turn them into effective solutions. It is geospatial big data made accessible using a cloud-based platform that puts location intelligence at your fingertips. DigitalGlobe combines resolution, accuracy, global coverage and experience to provide high-resolution Earth satellite imagery, data and analysis."
205, DigitalGlobe GBDX Workflow,https://www.programmableweb.com/api/digitalglobe-gbdx-workflow-rest-api-v10, Images," The DigitalGlobe GBDX Workflow system is a series of tasks chained together to run on the GBDX platform. Each ""task"" is an individual process that performs a specific action. In order to run as part of a workflow, a task must be registered in the workflow system's task registry. The Workflow API allows users to: register a task in the workflow system's task registry, manage tasks in the task registry, create a new workflow by submitting a workflow definition and more. GBDX is a living digital library that documents our planet with tools to extract meaningful insights at scale from that library. The ecosystem matches the creators of those insights with customers who can turn them into effective solutions. It is geospatial big data made accessible using a cloud-based platform that puts location intelligence at your fingertips. DigitalGlobe combines resolution, accuracy, global coverage and experience to provide high-resolution Earth satellite imagery, data and analysis."
206, DigitalGlobe GBDX Catalog,https://www.programmableweb.com/api/digitalglobe-gbdx-catalog-rest-api-v20, Images," DigitalGlobe GBDX Catalog is an API that queries the GBDX Vector Services database. The API is a compatibility layer that allows users to switch from querying the current GBDX catalog to querying Vector services with limited functionality changes. This includes; Get the API heartbeat, Get a record by ID and Search the catalog. GBDX is a living digital library that documents our planet with tools to extract meaningful insights at scale from that library. The ecosystem matches the creators of those insights with customers who can turn them into effective solutions. It is geospatial big data made accessible using a cloud-based platform that puts location intelligence at your fingertips. DigitalGlobe combines resolution, accuracy, global coverage and experience to provide high-resolution Earth satellite imagery, data and analysis."
207, DigitalGlobe GBDX Ordering,https://www.programmableweb.com/api/digitalglobe-gbdx-ordering-rest-api-v20, Images," The GBDX Orders API lets you order imagery by catalog ID and check the status of your order. This includes the maximum number of bands, and both ""pan"" and ""multi"" resolution, order status and the S3 bucket location for each acquisition. GBDX is a living digital library that documents our planet with tools to extract meaningful insights at scale from that library. The ecosystem matches the creators of those insights with customers who can turn them into effective solutions. It is geospatial big data made accessible using a cloud-based platform that puts location intelligence at your fingertips. DigitalGlobe combines resolution, accuracy, global coverage and experience, to provide high-resolution Earth satellite imagery, data and analysis."
208, Kemono Friends Meme Generator,https://www.programmableweb.com/api/kemono-friends-meme-generator-rest-api, Fonts," The Kemono Friends API returns fonts data, based on the animation Kemono Friends from Japan. It is available in REST architecture. See the live demo at https://kyoyababa.github.io/font-FriendsFu/demo/"
209, Embarcadero Team Server OAuth,https://www.programmableweb.com/api/embarcadero-team-server-oauth-rest-api, Authorization," This API performs a request against your callback URL with an authorization code that you can later exchange for Embarcadero access. Team Server returns JSON code with an access token, a refresh token, and some additional data. Embarcadero Team Server is a model and metadata collaboration platform that provides greater meaning, understanding and, context to enterprise data. Data professionals, developers, and business analysts may gain better comprehension and compliance using integrated model, metadata and collaboration tools. Embarcadero® Technologies provides development tools for cross-platform applications."
210, Embarcadero Team Server,https://www.programmableweb.com/api/embarcadero-team-server-rest-api-v10, Tools," This API is a web-based tool to access, search, edit and manage enterprise metadata. Embarcadero Team Server is a model and metadata collaboration platform that provides greater meaning, understanding and, context to enterprise data. Data professionals, developers, and business analysts may gain better comprehension and compliance using integrated model, metadata and collaboration tools. Embarcadero® Technologies provides development tools for cross-platform applications."
211, Recruitee Public ,https://www.programmableweb.com/api/recruitee-public-rest-api, Human Resources," The Recruitee Public API provides a way to show company's jobs and add new candidates to jobs. It allows you to access answers for the job's questions and includes; name, email, phone and more. The API does not require authorization, all you need is your company's subdomain. Recruitee are a team of tech-loving entrepreneurs that provides a modern applicant tracking system that is a simple, collaborative hiring platform."
212, Recruitee Private,https://www.programmableweb.com/api/recruitee-private-rest-api, Human Resources," The Recruitee Private API provides a way to show company’s jobs and add new candidates to jobs. It allows you to access answers for the job’s questions and includes; name, email, phone and more. The API requires authorization and all requests must have valid auth_token. Recruitee are a team of tech-loving entrepreneurs that provides a modern applicant tracking system that is a simple, collaborative hiring platform."
213, Recruitee Careers Site,https://www.programmableweb.com/api/recruitee-careers-site-rest-api, Human Resources," The Recruitee Careers Site API provides a way to show company’s jobs and add new candidates to jobs. It allows you to access answers for the job’s questions and includes; name, email, phone and more. Recruitee are a team of tech-loving entrepreneurs that provides a modern applicant tracking system that is a simple, collaborative hiring platform."
214, PrexView,https://www.programmableweb.com/api/prexview-rest-api-v10, Documents," The PrexView API provides a way to convert your data to different formats. Data to use for the document creation, must be xml or json and includes format, graphics, loops and more. PrexView allows you to design templates, transform your data to readable documents in PDF, HTML, PNG or JPG and check the transactions log."
215, Cheap Weather,https://www.programmableweb.com/api/cheap-weather-rest-api-v100, Weather," The Cheap Weather API is a standard weather API that is available in free or pay versions, and is cheaper than other options. It is limited in scope as it is only for continental United States and does not provide a maps API. It does provide 3-day/ 3-hour forecasts and forecasts by zip code for all versions; but with the pay versions one can then add geolocation forecast and extended 7-day forecasts."
216, Dandelion Language Detection Similarity,https://www.programmableweb.com/api/dandelion-language-detection-similarity-rest-api-v10, Language," The Language Detection API is a simple language identification API that is useful when dealing with texts and currently supports 96 languages. All the requests must be sent, either by GET or POST, to the API endpoint and allows you to define how you send to the text for which you want the language to be recognized. The Dandelion API extracts meaning from unstructured text, puts it in context and provides Semantic Text Analytics as a service that includes; text, actionable data and more."
217, Dandelion Text Similarity,https://www.programmableweb.com/api/dandelion-text-similarity-rest-api-v10, Text," The Dandelion Text Similarity API is a semantic sentence similarity API optimized on short sentences . All the requests must be sent, either by GET or POST, to the API endpoint and allows you to compare two sentences and get a score of their semantic similarity. The Dandelion API extracts meaning from unstructured text, puts it in context and provides Semantic Text Analytics as a service that includes; text, actionable data and more."
218, Status.io,https://www.programmableweb.com/api/statusio-rest-api-v20, Notifications," This API provides access to the Status.io Platform. It allows you to integrate your existing tools and scripts with your status page and returns Components and Containers, Incidents, Maintenance, Metrics, Status and Subscribers. Status.io is a status platform for status pages, incident tracking, subscriber notifications and more."
219, Raygun Sessions,https://www.programmableweb.com/api/raygun-sessions-rest-api-v1, Performance," Raygun is a provider of web and mobile software intelligence solutions spanning the crash reporting, the user tracking, the real user monitoring, and the deployment tracking domains. The Raygun Pulse Sessions API supports the retrieval of Pulse sessions from applications. Its functionalities are accessible through two primary endpoints and an authentication endpoint. Whereas the first endpoint facilitates the retrieval of user sessions in paged list format with cut down session, the second endpoint’s call facilitates the use of session ID to retrieve full session description on a session-by-session basis. The API is readily accessible to users with Raygun enterprise plans."
220, Dojo Toolkit,https://www.programmableweb.com/api/dojo-toolkit-rest-api-v110, Application Development, The Dojo Toolkit API provides open source modular platforms for developing cross-platform JavaScript applications. The API sends requests and returns responses in JSON or JSONP format.
221, Mozilla Contacts,https://www.programmableweb.com/api/mozilla-contacts-nativebrowser-api, Contacts," The Mozilla Contacts API supports the management of contacts stored in the address book of a mobile device. Developers use the API to integrate tools that allow users to access and manipulate contacts in the address book. The API’s mobile browser compatibility is currently restricted to Chrome for Android and Firefox Mobile (Gecko). This API is loosely based on the W3C Pick Contacts Intent, and is available on Firefox OS for privileged or certified applications."
222, Mozilla Mobile Connection,https://www.programmableweb.com/api/mozilla-mobile-connection-nativebrowser-api, Networking," The Mozilla Mobile Connection API is useful for building tools that determine the connectivity statuses of mobile devices and provide access to the functionalities within the Integrated Circuit Card (ICC). It is a certified API due to the sensitive nature of information contained in the ICC. The API is used to prescribe appropriate methods for handling ICC functionalities including card lock, MMI messages, and call forwarding options. This API does not conform to the W3C standards, but it is supported by Firefox OS, and is not part of any specification."
223, Texas State Water Plan,https://www.programmableweb.com/api/texas-state-water-plan-rest-api-v10, Water," This API powers the interactive state water plan application. All methods are available via standard HTML requests and are CORS-enabled so that cross-browser requests can be made. All water volumes are given in units of acre-feet/year. Unless otherwise specified, all methods return JSON responses. This includes the following methods to retrieve raw and summary water planning information; Entities, Data and Places. The Texas Water Development Board provides data on sustainable and affordable water for Texas."
224, PushSpring Data Partner,https://www.programmableweb.com/api/pushspring-data-partner-rest-api, Mobile, The Data Partner API provides a way for PushSpring to ingest partner data and make it available for PushSpring Audience Console customers to use when building custom segments. It allows a data partner to define a set of Attributes associated with mobile advertising identifiers for IDFA and Google Play Ad Id. PushSpring provides mobile app audience data and audience intelligence tools for publishers and advertisers.
225, Keystroke Resolver,https://www.programmableweb.com/api/keystroke-resolver-rest-api, Tools," With the Keystroke Resolver API, users can assign Chrome keyboard events to Atom-style keystrokes. This API was created to help address issues related to unusual international keyboard behaviors as interpreted by Chrome, particularly on Linux. This API is brought you by Atom Editor, a free and open-source futuristic text editor."
226, FlockOS,https://www.programmableweb.com/api/flockos-rpc-api-v10, Messaging," The FlockOS API is a Chat Operating System that enables developers to build apps, bots and integrations on top of Flock, a team messenger service. It is available in JSON and XML formats and includes methods for; chat.sendMessage, groups.getInfo, groups.getMembers and more. Flock is used by teams, companies, communities, developer's and more."
227, UtilityScore,https://www.programmableweb.com/api/utilityscore-rest-api, Internet of Things," The UtilityScore REST API allows developers to access and integrate the functionality of UtilityScore with other applications. Some example API methods include displaying utility costs and scores on real estate listings, searching by utility scores, and retrieving utility costs and scores on other websites. UtilityScore provides utility cost information for real estate and homes by address."
228, Mozilla Pointer Lock,https://www.programmableweb.com/api/mozilla-pointer-lock-nativebrowser-api, Tools," The Mozilla Pointer Lock API uses the raw pattern of mouse movement over time to define input methods of the mouse. The movement pattern of the mouse provides the basis for consolidating mouse events and locking them into a single element, thereby removing limits on the distance that a mouse can stretch in a single direction. The API provides the flexibility to move the cursor beyond the boundaries of the screen without compromising access to mouse events. The Mozilla Pointer Lock API is suitable for developing applications that require a lot of mouse-controlled movements or events. Such applications include: 3D games, graphic design apps, and map viewing apps among others."
229, Moesif,https://www.programmableweb.com/api/moesif-rest-api-v1, Tools," The Moesif API allows developers to ingest your API event data, with Key and ID as authentication factors. Moesif is a hosted service to debug REST APIs and integrated app. Open source SDKS and plugins are available in lieu of this API."
230, W3C Web Workers,https://www.programmableweb.com/api/w3c-web-workers-nativebrowser-api, Tools," The W3C Web Workers API is a specification that defines an API for spawning background workers to run scripts in parallel to a web application's main page. This allows developers to use message-passing as the coordination mechanism for thread-like operation. This specification is a work in progress and may be updated, replaced, or rendered obsolete at any time."
231, Augeas,https://www.programmableweb.com/api/augeas-rest-api, Editing," The Augeas API configures files in C language. It can parse native formats, providing command line tools, tree representations, and XML format as resources. Available bindings for Ruby, Python, OCaml, Perl, Haskell, PHP, Lua, Java, Node.js, Go and Tcl."
232, Mixmax,https://www.programmableweb.com/api/mixmax-rest-api-v10, Email," This REST API allows you programmatic access to read and modify your data in Mixmax. This includes access to availability, polls, snippets and more. Mixmax is the place for all your team's external communication providing a productivity suite for sales to track, automate, and enhance your emails."
233, GHTorrent,https://www.programmableweb.com/api/ghtorrent-rest-api, Tools," The GHTorrent API is a project based service for developers that is working to make the GitHub REST API queriable. By creating a scalable, offline mirroring of the data offered through the GitHub REST API, it provides tools for such services as monitoring GitHub's public events timeline, offering a messaging queue that sits between event mirroring and data retrieval phases to be able to run on a cluster of machines, and release data collected during the phases as downloadable archives. It collects information from the GitHub API and populates it into two data bases: raw data and linked entities."
234, W3C Pointer Lock,https://www.programmableweb.com/api/w3c-pointer-lock-nativebrowser-api, Tools, The W3C Pointer Lock API is a specification that defines an API for providing scripted access to raw mouse movement data while also locking a mouse event's target to a single element and hiding the cursor from view. This input mode is especially important for 3D applications that rely on first person perspective and 3D modeling software.
235, MasterCard BIN Table Resource,https://www.programmableweb.com/api/mastercard-bin-table-resource-rest-api, Credit Cards," The MasterCard BIN Table Resource API can keep up-to-date MasterCard issuing account ranges that can be used for authorization, routing, and fraud prevention purposes. Incorporating the BIN Table Resource API can help with challenging security issues and be a powerful fraud prevention tool."
236, W3C File,https://www.programmableweb.com/api/w3c-file-unspecified-api, Tools," The W3C File API document specifies an API for representing file objects in web applications, programmatically selecting them, and accessing their data. This API includes a FileList interface, a Blob interface, a File interface, a FileReader interface, and a URL scheme that allows binary data (such as files) to be referenced by web applications. For support, contact Shadi Abou-Zahra, technology specialist at shadi@w3.org"
237, W3C FindText,https://www.programmableweb.com/api/w3c-findtext-unspecified-api, Tools," The W3C FindText API document specifies an API that allows developers to use a variety of selection criteria to find a range of text in a document or part of a document. This specification is mostly intended to collect feedback and is not stable. Radical ideas for changes and improvements are welcome. For support, contact Shadi Abou-Zahra, technology specialist at shadi@w3.org"
238, W3C Input Method Editor,https://www.programmableweb.com/api/w3c-input-method-editor-nativebrowser-api, Tools," The W3C Input Method Editor API document specifies an API that provides web applications with access to an input method editor (IME) associated with a hosting user agent. This API provides attributes, events, and methods for interacting with the current UI state to an IME via an InputMethodContext interface. This specification may change at any time without notice."
239, Tableau Document,https://www.programmableweb.com/api/tableau-document-unspecified-api, Documents," The Tableau Document API provides developers with tools to programmatically make updates to Tableau workbooks and data source files. It allows for modifications without having to hack the XML. Some features include: Getting connection information, updating connection information, and getting field information from data sources and workbooks. Tableau works to help people see and understand their data, and strives to make products and tools that change the way people use their data. For support, start a case at https://www.tableau.com/support/case"
240, Placeit,https://www.programmableweb.com/api/placeit-rest-api, Marketing," The Placeit API allows developers to have their own mockup generator right on their website and within apps. It comes complete with access to a variety of realistic templates from Placeit’s public catalogue in either 400x300 px or 1920x1440 px and tools for image processing. Images can be used with real people, real scenarios and no watermarks!"
241, W3C Wake Lock,https://www.programmableweb.com/api/w3c-wake-lock-nativebrowser-api, Tools," The W3C Wake Lock API is a specification for an API that lets web applications request a wake lock. Specifically, this API deals with the screen wake lock, which prevents a device's screen from entering a power-saving state (i.e. going to sleep). This specification is still unstable and subject to change. Anyone wishing to use it for production purposes should subscribe to the repository on GitHub and participate on the ongoing discussions."
242, W3C Generic Sensor,https://www.programmableweb.com/api/w3c-generic-sensor-nativebrowser-api, Tools, The W3C Generic Sensor API defines a blueprint for writing specifications of concrete sensors. It also defines an abstract sensor interface that users can extend to accommodate different types of sensors. The W3C Generic Sensor API is intended to help promote consistency across sensor APIs and make it easier and faster to expose new sensors over the web.
243, W3C Selection,https://www.programmableweb.com/api/w3c-selection-nativebrowser-api, Tools," The W3C Selection API is a specification for an API that provides selection-related functionality. It allows authors and users to select a portion of a document or to specify a range of content for copy, paste, and other editing operations. This API specification is based on the HTML Editing API specification."
244, Nativefier,https://www.programmableweb.com/api/nativefier-unspecified-api, Tools," The Nativefier API allows developers to turn any site into a native application. Authored by Jia Hao, Nativefier makes it easier to create a desktop application for any website with minimal configuration using a command line tool. Learn about Jia Hao at https://jiahao.codes/about"
245, Keyword Tool,https://www.programmableweb.com/api/keyword-tool-rest-api-v2, Keywords, The Keyword Tool API integrates search volume data. It can generate keyword suggestions by accessing with Api Key and interacting with JSON architecture. Keyword Tool helps users discover thousands of new long-tail keywords related to any topic by automatically generating Google's search suggestions.
246, Microsoft Excel REST,https://www.programmableweb.com/api/microsoft-excel-rest-rest-api, Office," The Microsoft Excel REST API for Office 365 allows developers to integrate Microsoft Excel into their own applications and systems. The API provides methods for interacting with worksheets, tables, columns, rows, charts, ranges, and any named items. This could potentially be used as a calculation service, a reporting service, or a data service."
247, Free IP Address Info,https://www.programmableweb.com/api/free-ip-address-info-rest-api-v1, Tools," The Free IP Address Info API allows developers to get WHOIS data, including country, netname, status, and description. Users are allowed one IP address per private email address or per corporate/government email domain. Request and response examples are included in the documentation. This service is provided for free by Edition Digital, a smart digital publishing system."
248, BrainShop,https://www.programmableweb.com/api/brainshop-rest-api, Chat," BrainShop is a customizable chat bot provider with artificial intelligence capabilities. After signing up, developers can create trainable robots (or ""brains"") and integrate them with applications. 2 paid plans are avilable, and a free option is available as well. The BrainShop REST API requires API Keys for authentication, and responds in JSON format."
249, Dothraki Translator,https://www.programmableweb.com/api/dothraki-translator-rest-api-v10, Language," The Dothraki Translator API allows developers to translate between English and the Dothraki language from Game of Thrones. The public version of the API limits users to 5 calls per hour. The Dothraki Translator is provided by the Fun Translations website, which hosts translation services for a variety of fun and fictional languages and dialects."
250, Clyp,https://www.programmableweb.com/api/clyp-rest-api, Audio," Clyp offers an audio processing API that is free to use for non-commercial products. The supported file types are mp3, ogg, m4a, wav, aiff, aif, and 3gpp; mp3 and ogg files are made available after processing. Playlists have a maximum of 20 audio files. This API is REST based, and uses JSON for data exchange."
