,name,city,date,link,description,compensation,employment_type,posting_info
75,Carpenter apprentice,North Shore,Aug 31,https://boston.craigslist.org/nos/trd/d/peabody-carpenter-apprentice/7528315808.html,"

QR Code Link to This Post


Well established commercial  General Contractor based in Danvers looking for someone that is reliable and hard working.

Positions available to work alongside a Supervisors and carpenters with potential for advancement.

Duties to be expected are carpentry in a variety of projects .  Significant carpentry skills not required, but you will be working with and assisting carpenters with an expectation of learning and developing in the role.

Some construction experience or knowledge preferred.

A valid drivers license and reliable transportation required

40+ hours per week, $18-$25/hour depending on experience
",$18-$25/hour depending on experience,full-time,2022-08-31 15
76,Seamstress / Tailor,Peabody,Aug 31,https://boston.craigslist.org/nos/lab/d/peabody-seamstress-tailor/7528313535.html,"

QR Code Link to This Post


Part time experienced  seamstress or tailor for drycleaners. 
Must be able to do pants hems, zipper replacements and other misc alterations. 

Please inquiry by phone to 5083975775 or in person 106 Lynn st Peabody 

",Per hour based on experience,part-time,2022-08-31 15
77,Part-Time Building Maintenance Technician,Andover,Aug 31,https://boston.craigslist.org/nwb/trd/d/andover-part-time-building-maintenance/7528310793.html,"

QR Code Link to This Post


Building Maintenance Technician 
We are looking for a self-starter who has the ability to work independently. You will perform general building maintenance and respond to on-call emergencies.
General Duties: 
•	Janitorial duties include cleaning and maintaining the four common restrooms, hallways, stairways and other areas in the interior of the building
•	Stocking supplies 
•	Maintaining supplies and picking them up from local stores
•	Notifying owner when supplies that are ordered by vendors are running low 
•	Performing minor electrical tasks - Replacing burnt out light bulbs, etc. 
•	Performing minor plumbing tasks – freeing stopped up sinks, toilets, replacing worn parts 
•	Conducting annual carbon monoxide detector inspection, switch batteries when needed 
•	Reporting all plumbing and electrical issues to owner 
•	Checking that doors are locked and the building is secure on an on-going basis 
•	Outdoor maintenance  – picking up trash around perimeter of the building, weeding all flower and mulch beds, sweeping the front parking lot, watering plants, de-icing and sanding walkways, clearing walkways after storms
•	Handling all general repairs to building
•	Painting tenant units as needed 
•	Assisting with tenant move ins/move outs
•	Handling after hours emergency duties include monitoring phone for potential emergency calls from tenants and assisting with calls from the fire department and meeting them at the building when required
Requirements: 
•	Must have 3-5 years of building maintenance experience
•	Knowledge of general maintenance procedures and understanding of occupational safety and health regulations.
•	Proficient with basic electrical tasks.
•	Proficient with basic plumbing tasks
•	Proficient with carpentry and general building maintenance and repair tasks- adjusting doors, caulking, painting
•	Must have the necessary personal hand tool inventory to perform required tasks
•	Must be able to  physical ability to lift 50 lbs. as well as the ability to perform all the physical requirements of the job including lifting, bending, stooping, walking, reaching, crawling, twisting and standing for varied periods of time
•	Must be able to read, speak and write English 
•	Mus have U.S. work authorization 
•	Must be trustworthy, dependable and flexible with availability
•	Must be available after hours and weekends for emergency on-call duties
•	Must live within a 30 minute commuting distance from the work site for emergency on-call response requirement


•	Approximately 15 hours/week, which will vary depending on projects, tenants moving in/out, etc.
•	Negotiable pay, depending on an individual’s experience and qualifications
•	Day shifts with weekend availability 


All qualified candidates can email their resume to theresa@77mainstreetandover.com
","Negotiable pay, depending on an individual’s experience and qualifications",part-time,2022-08-31 14
78,"NEED HANDYMAN FOR TASKS - at least $17/hr, Paid Daily",north shore,Aug 31,https://boston.craigslist.org/nos/lab/d/gloucester-need-handyman-for-tasks-at/7528310558.html,"

QR Code Link to This Post


Click to applyHandy for Pros is now Angi Services, a nationwide home services platform that is looking for professional handymen! Angi Services operates in more than 250 cities and has been featured in sites like Forbes, NYTimes, CNBC, The Economist.

Our app will connect you to customers instantly. Switch it on to see people near you who booked a handyman service. Claim the job. Arrive on time. Complete their service call. Get paid!

The details:

- Make money performing light handyman jobs: heavy lifting, carpentry, furniture assembly, tv mounting, painting, plumbing, and electrical tasks
- Complete transparency; see how much you earn per job before you claim it

Who are you?

- Are able to perform a variety of home improvement tasks independently
- Have all your own hand tools and power tools
- 18+ with paid experience in home improvement 

handyman jobs, find handyman jobs, handyman needed, angi services, angi services for pros, handy, handy pro, handy for pros, handy pros, taskrabbit, jobber,  , lyft, local handyman jobs,  handyman jobs near me, handyman work wanted, handyman vacancies, handyman looking for work, handyman jobs list, handyman employment, handyman jobs wanted, maintenance handyman jobs, maintenance man jobs, handyman jobs hiring, looking for handyman jobs, part time handyman jobs, handyman careers, home repair jobs, general handyman jobs, handyperson jobs, website for handyman jobs, general handyman, vacancies, plumbing jobs, electrician jobs, plumbing, moving help, moving jobs, moving job, painters, painting jobs, home service jobs, general workers, electrical job, furniture assembly, furniture assemply jobs, TV mounting job, installing jobs, fixing home services, plumbing service job, toilet fixing job, maintenance technician, good pay, general labor, manual labor, independent work, custodian, custodial, maintenance, professional cleaner, independent contractors, trabajos manitas, encontrar trabajos manitas, manitas necesitadas, trabajos manitas locales, trabajos manitas cerca de mi, trabajo manitas buscadas, empleos manitas, manitas buscando trabajo, lista de empleos manitas, empleos manitas, trabajos manitas buscados, trabajos manitas mantenimiento, trabajos manutención hombre, empleos de manitas que emplean, buscando trabajos de manitas, empleos de manitas de medio tiempo, carreras de manitas, trabajos de reparacion de casas, trabajos de manitas generales, trabajos de handyperson, sitio web para trabajos de mantenimiento, manitas generales, vacantes, trabajos de fontaneria, trabajos de electricista, fontaneria, ayuda de mudanza, mudanza, trabajos, trabajos en movimiento, pintores, trabajos de pintura, trabajos de servicio a domicilio, trabajadores en general, trabajos eléctricos, montaje de muebles, trabajos de muebles, trabajos de montaje de TV, instalación de trabajos, reparación de servicios a domicilio, trabajos de servicio de plomería, trabajos de reparación de inodoros, técnico de mantenimiento, buenos pago, mano de obra general, trabajo manual, trabajo independiente, custodio, custodia, mantenimiento, limpiador profesional, contratistas independientes, trabajo flexible, trabajo a tiempo parcial, trabajos a tiempo parcial, entrega a tiempo parcial, trabajo de conducción a tiempo parcial, trabajo a tiempo parcial, trabajo a tiempo parcial, trabajos a tiempo parcial, trabajo a tiempo completo, trabajos a tiempo completo, trabajo a tiempo completo, trabajos de tiempo completo, efectivo, efectivo rápido, efectivo rápido, entrega, estudiante, estudiantes, trabajo de estudiante, trabajos de estudiante, trabajo de universidad, trabajos universitarios, entrega de paquetes, entrega de pizza, independiente, concierto, compañero de trabajo, conductor, conductores, trabajo de manejo, trabajo de transporte, trabajo de nivel de entrada, trabajos de nivel de entrada, trabajo de conducción de nivel de entrada, ganar dinero fácil, limpiador de contratista, limpiador bajo demanda, trabajo de verano, trabajos de verano, trabajo estacional, trabajos de temporada, trabajo temporal, trabajos temporales, trabajo temporal , trabajo estacional, pasante, gimnasio, bajo demanda. We do welcome cleaners from other on demand services companies. Be your own boss, hours are completely flexible. We welcome those who have been working with other on-demand jobs, gigs. retail associate, customer service, desiners, general labor, actor, actress, admin, agency, artist, assistant, barista, bartender, broker, cab driver, cashier, chauffeur, cleaner, college student, customer service agent, chef, contract worker, cook, designer, dishwasher, dog walker, entrepreneurs, fitness trainer, food prep, food services, freelancer, handyman, hostess, insurance broker, instructor, intern, janitor, maid, maintenance, messenger, manager, management, musician, maid, office assistant, office administrator, photographer, private hire, professional driver, realtor, retail associate, sales associate, sales person, security, server, students, teacher, tutor, valet, veteran, waiter, waitress. Sé tu propio jefe, las horas son completamente flexibles. Damos la bienvenida a aquellos que han estado trabajando con otros trabajos a pedido, conciertos, Nuestros Manitas y Limpiadores trabajan a tiempo completo o parcial como minorista, asociado minorista, servicio al cliente, desiners, trabajo general, actor, actriz, administrador, agencia, artista, asistente, barista, cantinero, corredor, taxista, cajero, chófer, limpiador, estudiante universitario, agente de servicio al cliente, cocinero, trabajador subcontratado, cocinero, diseñador, lavaplatos, andador de perros, empresarios, preparador físico, preparación de alimentos, servicios alimenticios, autónomo, manitas, anfitriona, corredor de seguros, instructor, pasante, conserje, mucama , mantenimiento, mensajero, gerente, administración, músico, mucama, asistente de oficina, administrador de oficina, fotógrafo, alquiler privado, conductor profesional, agente inmobiliario, asociado minorista, asociado de ventas, persona de ventas, seguridad, servidor, estudiantes, maestro, tutor, ayuda de cámara, veterano, camarero, camarera., Seasonal, summer work, summer help, Temporary, summer shift, Evening hours, summer help, May jobs, summer money, Parttime, jobs for veterans, hire veterans, hire vets, jobs for military veterans, construction jobs, contract jobs, carpentry jobs, entry level construction jobs, construction worker jobs Lowes, Wayfair, Crate, Crate & Barrel, home improvement, toilets, sinks, garage, garage door opener, ceiling fan installation, ceiling fan, installation, replacement ",Up to $1000/week,contract,2022-08-31 14
79,Marshfield Averages $24-28/hr Coffee Server,Marshfield,Aug 31,https://boston.craigslist.org/sob/fbh/d/marshfield-marshfield-averages-hr/7528308881.html,"

QR Code Link to This Post


We are 1st Stop Coffee in Marshfield. We are looking for a full time or part time coffee server at our shop.

There are several different shift options:

1.  4:30am-11am shifts.  Job averages $24-28/hr depending on tips and shift.
2.  5:30am-12pm shifts.  Shift average 22-23/hr depending on tips.
3.  10am-4pm shifts. Shift averages 20-22/hr.

We can, also, do a mix of the three shifts to accommodate an employees schedule. Please respond with work experience and a phone number to reach you. Thank you and have a great day!
",4,full-time,2022-08-31 14
80,Maintenance Manager for Luxury Apts!,Somerville,Aug 31,https://boston.craigslist.org/bmw/lab/d/charlestown-maintenance-manager-for/7528306899.html,"

QR Code Link to This Post



We are looking for an experienced Service Manager for Windsor at Somerville, a luxury apartment community conveniently located in Somerville, MA. 

At Windsor Communities, it's all about people. Our residents depend on us to be observant, interested in their lives, and quick to respond to their needs. We enjoy working with them and with each other. Every day is different: rewarding, challenging, and fun. Join an environment where your team becomes your family and your profession becomes your passion. As a Windsor Service Manager, you have a dedication that cannot be beat. You are hardworking, self-motivated, and take pride in a job well-done. Does this sound like you? 
Click here to apply








 today and you can #WorkatWindsor!

Benefits Summary:30% off housing discount at any Windsor Community. Competitive salary, plus quarterly performance bonuses. Monthly customer service awards. Bi-annual regional sales, service, and performance awards. Company matched 401(k). Vacation and personal time that includes 10 vacation days, 6 sick days, and 2 personal days per year plus 9 paid holidays.Comprehensive medical, dental, and vision insurance.Connectivity reimbursement.Annual shoe allowance.Tuition Assistance.

","shoe allowance, housing discount, competitive hourly wage, bonuses, benefits (med/dental/vision/401k/PTO)",full-time,2022-08-31 14
81,🍕 Pizza cook/ line cook,Weymouth,Aug 31,https://boston.craigslist.org/sob/fbh/d/east-weymouth-pizza-cook-line-cook/7528305868.html,"

QR Code Link to This Post


Denly Gardens in weymouth in search of a Pizza Cook! Someone who is fast and eager to learn more! I will pay the right person good money!
",17+ experience and how you can work +++,full-time,2022-08-31 14
82,Victory Point seeks skilled Bartenders,Quincy,Aug 31,https://boston.craigslist.org/sob/fbh/d/dorchester-victory-point-seeks-skilled/7528301947.html,"

QR Code Link to This Post


We are in search of part and full time bartenders in our beautiful waterfront restaurant. We have A beautiful outdoor and indoor bar set up with craft cocktails, beer and wine.

",Competitive Wages and Tips,employee's choice,2022-08-31 14
83,General Dentist Position,Lowell,Aug 31,https://boston.craigslist.org/nwb/hea/d/lowell-general-dentist-position/7528301879.html,"

QR Code Link to This Post


Private practice in Lowell Ma is looking for an experienced motivated General Dentist who can perform all aspects of  general dentistry including: preparation of crowns, bridges, partials, dentures and fillings.  Opportunity for extractions, endo  and implant placement exists. This candidate must be able to provide comprehensive diagnosis and treatment plans.  

The office is located on the Lowell / Chelmsford line. Plenty of parking spaces are available. The office is all digital with a state of the art equipment.


Candidate should be caring, and compassionate to patients and a team player. This is a great opportunity to join an established  practice with a strong and friendly support team.

Please send your resume to be considered as a candidate.
",TBD,full-time,2022-08-31 14
84,Coffee/Ice cream shop help needed,Quincy,Aug 31,https://boston.craigslist.org/gbs/fbh/d/dorchester-coffee-ice-cream-shop-help/7528301378.html,"

QR Code Link to This Post


We are seeking help at our full service coffee/ice cream shop. We have full and part time positions available! Flexible schedule with competitive pay!
",competitive wages.,employee's choice,2022-08-31 14
85,Bathtub Refinishing Technician,Worcester/Boston,Aug 31,https://boston.craigslist.org/bmw/trd/d/worcester-bathtub-refinishing-technician/7528300043.html,"

QR Code Link to This Post


Looking for motivated person capable of working by themselves. Detail oriented hard working. Refinishing or spray-painting experience helpful but will train. Good driving record, bondable. Work is in residential and commercial properties throughout Central and Eastern Mass. Typical work week is less than 40 hours. Monday- Friday. Arrive at first job @ 9AM. Usually 1-3 jobs per day. When you're done, you're done! We refinish bathtubs, fiberglass, ceramic tile. Similar to car painting. $700/week paid training to start. Make $40 plus first year. Company truck, work from home.
Please email your resume with contact information. Please follow this as I have had candidates not followed this part and any email will go to your spam.
Thank you,
Keith
","Salary, bonus, company truck",full-time,2022-08-31 14
86,LABORERS/PALLET BUILDERS,Holbrook,Aug 31,https://boston.craigslist.org/nos/mnu/d/holbrook-laborers-pallet-builders/7528298300.html,"

QR Code Link to This Post


MEN/WOMEN WANTED TO WORK FOR WELL ESTABLISHED PALLET MANUFACTURER/RECYCLER
FULL TIME, PART TIME, STEADY YEAR ROUND, INDOOR WORK
IMMEDIATE START WOULD BE AWESOME
EXPERIENCED HELPFUL BUT WILL TRAIN RIGHT PEOPLE
OVERTIME AS NEEDED
GOOD START PAY, 401K, PTO, HOLIDAYS,
GOOD TRANSPORTATION REQUIRED (NOT NEAR PUBLIC TRANSPORTATION)
PLEASE FEEL FREE TO COME INTO 2 KLEEN WAY HOLBROOK TO FILL OUT APPLICATION AND MEET WITH WAREHOUSE SUPERVISOR FOR INTERVIEW
",COMPETATIVE PAY WITH ADVANCEMENT,full-time,2022-08-31 14
87,LABORERS/PALLET BUILDERS,Holbrook,Aug 31,https://boston.craigslist.org/nos/lab/d/holbrook-laborers-pallet-builders/7528298122.html,"

QR Code Link to This Post


MEN/WOMEN WANTED TO WORK FOR WELL ESTABLISHED PALLET MANUFACTURER/RECYCLER
FULL TIME, PART TIME, STEADY YEAR ROUND, INDOOR WORK
IMMEDIATE START WOULD BE AWESOME
EXPERIENCED HELPFUL BUT WILL TRAIN RIGHT PEOPLE
OVERTIME AS NEEDED
GOOD START PAY, 401K, PTO, HOLIDAYS,
GOOD TRANSPORTATION REQUIRED (NOT NEAR PUBLIC TRANSPORTATION)
PLEASE FEEL FREE TO COME INTO 2 KLEEN WAY HOLBROOK TO FILL OUT APPLICATION AND MEET WITH WAREHOUSE SUPERVISOR FOR INTERVIEW
",COMPETATIVE PAY WITH ADVANCEMENT,full-time,2022-08-31 14
88,LABORERS/PALLET BUILDERS,Holbrook,Aug 31,https://boston.craigslist.org/bmw/mnu/d/holbrook-laborers-pallet-builders/7528297933.html,"

QR Code Link to This Post


MEN/WOMEN WANTED TO WORK FOR WELL ESTABLISHED PALLET MANUFACTURER/RECYCLER
FULL TIME, PART TIME, STEADY YEAR ROUND, INDOOR WORK
IMMEDIATE START WOULD BE AWESOME
EXPERIENCED HELPFUL BUT WILL TRAIN RIGHT PEOPLE
OVERTIME AS NEEDED
GOOD START PAY, 401K, PTO, HOLIDAYS,
GOOD TRANSPORTATION REQUIRED (NOT NEAR PUBLIC TRANSPORTATION)
PLEASE FEEL FREE TO COME INTO 2 KLEEN WAY HOLBROOK TO FILL OUT APPLICATION AND MEET WITH WAREHOUSE SUPERVISOR FOR INTERVIEW
",COMPETATIVE PAY WITH ADVANCEMENT,full-time,2022-08-31 14
89,LABORERS/PALLET BUILDERS,Holbrook,Aug 31,https://boston.craigslist.org/bmw/lab/d/holbrook-laborers-pallet-builders/7528297727.html,"

QR Code Link to This Post


MEN/WOMEN WANTED TO WORK FOR WELL ESTABLISHED PALLET MANUFACTURER/RECYCLER
FULL TIME, PART TIME, STEADY YEAR ROUND, INDOOR WORK
IMMEDIATE START WOULD BE AWESOME
EXPERIENCED HELPFUL BUT WILL TRAIN RIGHT PEOPLE
OVERTIME AS NEEDED
GOOD START PAY, 401K, PTO, HOLIDAYS,
GOOD TRANSPORTATION REQUIRED (NOT NEAR PUBLIC TRANSPORTATION)
PLEASE FEEL FREE TO COME INTO 2 KLEEN WAY HOLBROOK TO FILL OUT APPLICATION AND MEET WITH WAREHOUSE SUPERVISOR FOR INTERVIEW
",COMPETATIVE PAY WITH ADVANCEMENT,full-time,2022-08-31 14
90,LABORERS/PALLET BUILDERS,Holbrook,Aug 31,https://boston.craigslist.org/sob/mnu/d/holbrook-laborers-pallet-builders/7528297494.html,"

QR Code Link to This Post


MEN/WOMEN WANTED TO WORK FOR WELL ESTABLISHED PALLET MANUFACTURER/RECYCLER
FULL TIME, PART TIME, STEADY YEAR ROUND, INDOOR WORK
IMMEDIATE START WOULD BE AWESOME
EXPERIENCED HELPFUL BUT WILL TRAIN RIGHT PEOPLE
OVERTIME AS NEEDED
GOOD START PAY, 401K, PTO, HOLIDAYS,
GOOD TRANSPORTATION REQUIRED (NOT NEAR PUBLIC TRANSPORTATION)
PLEASE FEEL FREE TO COME INTO 2 KLEEN WAY HOLBROOK TO FILL OUT APPLICATION AND MEET WITH WAREHOUSE SUPERVISOR FOR INTERVIEW
",COMPETATIVE PAY WITH ADVANCEMENT,full-time,2022-08-31 14
91,LABORERS/PALLET BUILDERS,Holbrook,Aug 31,https://boston.craigslist.org/sob/lab/d/holbrook-laborers-pallet-builders/7528297232.html,"

QR Code Link to This Post


MEN/WOMEN WANTED TO WORK FOR WELL ESTABLISHED PALLET MANUFACTURER/RECYCLER
FULL TIME, PART TIME, STEADY YEAR ROUND, INDOOR WORK
IMMEDIATE START WOULD BE AWESOME
EXPERIENCED HELPFUL BUT WILL TRAIN RIGHT PEOPLE
OVERTIME AS NEEDED
GOOD START PAY, 401K, PTO, HOLIDAYS,
GOOD TRANSPORTATION REQUIRED (NOT NEAR PUBLIC TRANSPORTATION)
PLEASE FEEL FREE TO COME INTO 2 KLEEN WAY HOLBROOK TO FILL OUT APPLICATION AND MEET WITH WAREHOUSE SUPERVISOR FOR INTERVIEW
",COMPETATIVE PAY WITH ADVANCEMENT,full-time,2022-08-31 14
92,Property Manager- FP,Cambridge,Aug 31,https://boston.craigslist.org/gbs/rej/d/cambridge-property-manager-fp/7528294074.html,"

QR Code Link to This Post


The Schochet Companies is currently seeking an Experienced Property Manager at Fresh Pond Apartments in Cambridge, MA. 
A recognized leader in multifamily development and property management, with a special
expertise in affordable housing, the Schochet Companies owns and/or manages nearly 5,500
apartments and 50,000 square feet of commercial space throughout New England. We are
looking for an exceptional candidate to bring their skills and talent to our exciting and growing
company, where you would join a team of the very best professionals working to develop and
acquire critical affordable housing (and other multifamily) assets with an eye toward
revitalizing and enhancing the marketability, livability, and quality of every community we
serve. 
The Property Manager who will be responsible for helping to achieve all operational and financial aspects of the property and meeting company goals in those areas.  Fresh Pond Apartments is a 500+ apartment community in North Cambridge, MA.  The community has received numerous industry awards including the Communities of Quality - Exemplary Family Property.  The Schochet Company has an AMO designation (Accredited Management Organization) awarded by the Institute of Real Estate Management.  
Duties/Skills include but not limited to;
1.	Supervise all property staff in accordance with all company policies and procedures.  Assist with hiring staff when a position is open.  Property Managers are responsible for training staff, providing on-going performance feedback and annual performance reviews.    
2.	Responsible for the management positive communications with residents, potential residents, vendors, staff, retail space leases and the broader community.
3.	Supervise all rent calculations, rent collections and notices for delinquent payments.  Manage all legal actions when necessary.  Manage all subsidy collection and collection issues.
4.	Oversee and/or assist with the completion of annual and interim resident recertifications.  Ensure that all recertifications are current and completed in the month in which they are due.
5.	Work with the property’s Portfolio Manager to develop an annual budget for the property.  Manage property within the approved annual budget.  Maintain and prepare and submit paperwork for replacement reserves.
6.	Prepare and submit required reports including, but not limited to, timesheets, building inspection reports, vacancy reports, vouchers, recertifications, move-ins, vacancies, inventory and property/unit inspection reports.
7.	A Property Manager is required to be available and may be required to be on-site in the event of a weather or property emergency.   The Property Manager in coordination with their Portfolio Manager is responsible for managing all emergency responses.
5+ years of prior multifamily property management experience, managing a site of 250+ units, and strong knowledge of Section 8 program. COS designation required and ARM designation preferred. Able to motivate and manage a large property management staff and have excellent organizational, interpersonal and communication skills.  Proficient in Microsoft Office and prior experience with Yardi is a plus.

Come join our team that offers over 50 years of encouraging growth and employee retention!
The Schochet Companies offers a comprehensive benefits package that includes health, dental,
401k and more available on your first day. All new employees accrue 3 weeks of vacation per
year, 12 paid holidays, 5 sick days, 3 personal days per year and many other great perks.

Interested and qualified candidates, please apply here: https://www.paycomonline.net/v4/ats/web.php/jobs/ViewJobDetails?job=54065&clientkey=D56D433D01899A1F422A3794C2BDB367 or fax 617-830-0373. Pre-employment background check & drug test required. EOE
For more information on this position please contact Robin @ 617-398-5144. www.schochet.com
",competitive,full-time,2022-08-31 14
93,Property Manager- FP,Cambridge,Aug 31,https://boston.craigslist.org/gbs/bus/d/cambridge-property-manager-fp/7528294073.html,"

QR Code Link to This Post


The Schochet Companies is currently seeking an Experienced Property Manager at Fresh Pond Apartments in Cambridge, MA. 
A recognized leader in multifamily development and property management, with a special
expertise in affordable housing, the Schochet Companies owns and/or manages nearly 5,500
apartments and 50,000 square feet of commercial space throughout New England. We are
looking for an exceptional candidate to bring their skills and talent to our exciting and growing
company, where you would join a team of the very best professionals working to develop and
acquire critical affordable housing (and other multifamily) assets with an eye toward
revitalizing and enhancing the marketability, livability, and quality of every community we
serve. 
The Property Manager who will be responsible for helping to achieve all operational and financial aspects of the property and meeting company goals in those areas.  Fresh Pond Apartments is a 500+ apartment community in North Cambridge, MA.  The community has received numerous industry awards including the Communities of Quality - Exemplary Family Property.  The Schochet Company has an AMO designation (Accredited Management Organization) awarded by the Institute of Real Estate Management.  
Duties/Skills include but not limited to;
1.	Supervise all property staff in accordance with all company policies and procedures.  Assist with hiring staff when a position is open.  Property Managers are responsible for training staff, providing on-going performance feedback and annual performance reviews.    
2.	Responsible for the management positive communications with residents, potential residents, vendors, staff, retail space leases and the broader community.
3.	Supervise all rent calculations, rent collections and notices for delinquent payments.  Manage all legal actions when necessary.  Manage all subsidy collection and collection issues.
4.	Oversee and/or assist with the completion of annual and interim resident recertifications.  Ensure that all recertifications are current and completed in the month in which they are due.
5.	Work with the property’s Portfolio Manager to develop an annual budget for the property.  Manage property within the approved annual budget.  Maintain and prepare and submit paperwork for replacement reserves.
6.	Prepare and submit required reports including, but not limited to, timesheets, building inspection reports, vacancy reports, vouchers, recertifications, move-ins, vacancies, inventory and property/unit inspection reports.
7.	A Property Manager is required to be available and may be required to be on-site in the event of a weather or property emergency.   The Property Manager in coordination with their Portfolio Manager is responsible for managing all emergency responses.
5+ years of prior multifamily property management experience, managing a site of 250+ units, and strong knowledge of Section 8 program. COS designation required and ARM designation preferred. Able to motivate and manage a large property management staff and have excellent organizational, interpersonal and communication skills.  Proficient in Microsoft Office and prior experience with Yardi is a plus.

Come join our team that offers over 50 years of encouraging growth and employee retention!
The Schochet Companies offers a comprehensive benefits package that includes health, dental,
401k and more available on your first day. All new employees accrue 3 weeks of vacation per
year, 12 paid holidays, 5 sick days, 3 personal days per year and many other great perks.

Interested and qualified candidates, please apply here: https://www.paycomonline.net/v4/ats/web.php/jobs/ViewJobDetails?job=54065&clientkey=D56D433D01899A1F422A3794C2BDB367 or fax 617-830-0373. Pre-employment background check & drug test required. EOE
For more information on this position please contact Robin @ 617-398-5144. www.schochet.com
",competitive,full-time,2022-08-31 14
94,Attorney opportunities,boston/cambridge/brookline,Aug 31,https://boston.craigslist.org/gbs/lgl/d/boston-attorney-opportunities/7528290213.html,"

QR Code Link to This Post


End the summer with a bang and send your updated CV over for consideration at this exceptionally busy Litigation Law Firm!  Must have at least 2 years experience in Litigation preferably Construction or Insurance defense.
",Commensurate,full-time,2022-08-31 14
95,Gyu-Kaku Japanese BBQ Burlington Now Hiring Restaurant Manager!,Burlington,Aug 31,https://boston.craigslist.org/gbs/fbh/d/burlington-gyu-kaku-japanese-bbq/7528289835.html,"

QR Code Link to This Post


Join an award-winning Company, GYU-KAKU!!

We have been awarded the prestigious Hot Concept Award and Restaurant Business Magazine's Future 50 (Fastest Growing Chain).

Our mission is to continue to significantly exceed our customers' expectations in all aspects of taste, service, and atmosphere. Currently, we are in the process of expanding our cultural dining experience throughout the United States by opening new restaurants. We will continue to expand our company by creating dining environments of intrinsic beauty and value.

This position is our entry-level management position, which will allow you to learn our business while giving you the skills to operate one of our stores. 

Qualifications:
• No Experience Required
• Minimum 1 year of working in hospitality industry / management experience preferred
• A profound knowledge of restaurant operations preferably for both front of the house and back of the house operations preferred
• Must be willing to work flexible hours; weekends and holidays
• Experience in supervising and managing staff preferred
• Excellent computer and Microsoft Office skills
• Excellent communication skills, verbal and written

Benefits:
• Compensation package based on skills & experience
• Excellent Bonus Opportunity
• On-Going Career & Leadership Development
• Medical, Dental, Vision, Group Term Life & AD&D, Long Term Disability, and Short Term Disability Insurance
• 401(K) with company match
• Paid Vacation and Paid Company Holidays
• Paid Company Holidays
• Annual Paid Floating Holidays
• Employee Discounts and free meals when you work

*Must be able to show proper document(s) that verify your identity and employment authorization.

For more information about Gyu-Kaku, please visit our website at www.gyu-kaku.com. 
Reins International Massachusetts Inc. (DBA Gyu-Kaku Restaurant) is an EQUAL EMPLOYMENT OPPORTUNITY EMPLOYER.
    ","Salary $62,000- $65,000, Incentive Program, 401(K) with company match, Health Plan benefits, Paid Vacation, Paid Holidays, Annual Paid Floating Holidays, Employee Discounts",full-time,2022-08-31 14
96,TECHNICIAN NEEDED FOR BODY SHOP,Melrose,Aug 31,https://boston.craigslist.org/nos/lab/d/melrose-technician-needed-for-body-shop/7528284348.html,"

QR Code Link to This Post


Body Technician needed for Auto Body Shop located in Melrose, MA

Competitive benefits available.

For more information about the position and pay, please call Scott at 617-590-6979
",0,full-time,2022-08-31 14
97,Skylight Technician/Installer,Haverhill MA,Aug 31,https://boston.craigslist.org/nwb/trd/d/haverhill-skylight-technician-installer/7528280801.html,"

QR Code Link to This Post


We are seeking highly motivated and high energy individuals to join the M&M Skylights team as skylight installers. Roofing experience is a plus, but not required. Willing and eager to train someone who is willing and eager to learn. Competitive pay based on experience.  We offer a 100% paid health insurance, Retirement match program, Quarterly bonuses, Flex schedule (4 day weeks) and paid vacation.
",$15-$40/hour,full-time,2022-08-31 13
98,CHOOSE YOUR OWN SCHEDULE & WORK FUN EVENTS!!!,BOSTON,Aug 31,https://boston.craigslist.org/gbs/fbh/d/boston-choose-your-own-schedule-work/7528279176.html,"

QR Code Link to This Post


Looking for a fun job, working at the BEST events around Greater Boston? 

 We have everything that you are looking for in part time job!

Flexible scheduling

Competitive hourly pay

Compensated travel time

Opportunities to succeed with an organization that values your talents


THIS IS THE PERFECT JOB for students and those looking for supplemental income


You have the freedom to:

Create your own schedule

Choose which jobs you want to work

Sign up for shifts that are convenient for you

Bring a friend! Invite a friend/family member to interview & receive a referral bonus if they qualify!


No experience needed, just a great attitude!


Pay: $19.00 - $23.00 per hour

JOIN OUR TEAM, APPLY TODAY!!!!!!
    ",$19-$23/hour depending on experience,part-time,2022-08-31 13
